"Code CCAM de l’acte, Code de la consultation et éventuellement de la majoration","ccam","label","chapterCode","chapterLabel","parentCode","parentLabel","topographie","topographieLabel","action","actionLabel","modeAcces","modeAccesLabel","code","Famille d’acte","familleLabel"
"NGPA0020","NGPA002","libération mobilisatrice de l'articulation tibiotalienne et/ou synovectomie tibiotalienne, par arthrotomie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.04.11","libération mobilisatrice de l'articulation [Arthrolyse] de la cheville","NG","articulations de la cheville","P","couper/libérer/séparer","A","abord ouvert","002","49","chirurgie des articulations de la cheville et du pied (hors fracture - luxation)"
"NGQH0010","NGQH001","arthrographie de la cheville","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.01.02","radiographie du membre inférieur","NG","articulations de la cheville","Q","guider/enregistrer/examiner/mesurer","H","acte par rayons x, avec accès autre qu’abord ouvert","001","176","radiographie osseuse et articulaire du membre inférieur"
"NGQK0010","NGQK001","radiographie de la cheville selon 1 à 3 incidences","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.01.02","radiographie du membre inférieur","NG","articulations de la cheville","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","001","176","radiographie osseuse et articulaire du membre inférieur"
"NGQK0020","NGQK002","radiographie de la cheville selon 4 incidences ou plus","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.01.02","radiographie du membre inférieur","NG","articulations de la cheville","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","002","176","radiographie osseuse et articulaire du membre inférieur"
"NHDA0010","NHDA001","arthrodèse de la première articulation métatarsophalangienne, avec résection des têtes des métatarsiens latéraux","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.05.02","arthrodèse et arthrorise du pied","NH","articulations du pied","D","fixer","A","abord ouvert","001","49","chirurgie des articulations de la cheville et du pied (hors fracture - luxation)"
"NHDA0040","NHDA004","arthrodèse de la première articulation métatarsophalangienne, par arthrotomie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.05.02","arthrodèse et arthrorise du pied","NH","articulations du pied","D","fixer","A","abord ouvert","004","49","chirurgie des articulations de la cheville et du pied (hors fracture - luxation)"
"NHFA0010","NHFA001","synovectomie articulaire de l'avant-pied","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.05.05","synovectomie des articulations du pied","NH","articulations du pied","F","exciser","A","abord ouvert","001","65","chirurgie des tendons, des muscles ou des parties molles du membre inférieur"
"NHMA0020","NHMA002","arthroplastie par résection de l'articulation ou arthrodèse interphalangienne d'un orteil latéral","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.05.03","arthroplastie du pied","NH","articulations du pied","M","fabriquer/préparer/régler/réparer/réviser","A","abord ouvert","002","49","chirurgie des articulations de la cheville et du pied (hors fracture - luxation)"
"NHPA0010","NHPA001","libération mobilisatrice d'une articulation métatarsophalangienne, sur un rayon latéral du pied","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.05.04","libération mobilisatrice des articulations [Arthrolyse] du pied","NH","articulations du pied","P","couper/libérer/séparer","A","abord ouvert","001","49","chirurgie des articulations de la cheville et du pied (hors fracture - luxation)"
"NHPA0020","NHPA002","libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil avec transfert tendineux ou syndesmopexie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.05.04","libération mobilisatrice des articulations [Arthrolyse] du pied","NH","articulations du pied","P","couper/libérer/séparer","A","abord ouvert","002","49","chirurgie des articulations de la cheville et du pied (hors fracture - luxation)"
"NHPA0030","NHPA003","libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil pour correction d'hallux varus","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.05.04","libération mobilisatrice des articulations [Arthrolyse] du pied","NH","articulations du pied","P","couper/libérer/séparer","A","abord ouvert","003","49","chirurgie des articulations de la cheville et du pied (hors fracture - luxation)"
"NHPA0060","NHPA006","libération mobilisatrice de l'articulation métatarsophalangienne du cinquième rayon, avec transfert et/ou allongement de tendon, ostéotomie du métatarsien et/ou syndactylisation","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.05.04","libération mobilisatrice des articulations [Arthrolyse] du pied","NH","articulations du pied","P","couper/libérer/séparer","A","abord ouvert","006","49","chirurgie des articulations de la cheville et du pied (hors fracture - luxation)"
"NJAA0010","NJAA001","allongement de plusieurs tendons de l'arrière-pied, par abord direct","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.04.03.02","allongement de tendon à la jambe et au pied","NJ","muscles et tissus mous du membre inférieur","A","agrandir","A","abord ouvert","001","65","chirurgie des tendons, des muscles ou des parties molles du membre inférieur"
"NJAB0010","NJAB001","allongement du tendon calcanéen [d'Achille], par voie transcutanée","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.04.03.02","allongement de tendon à la jambe et au pied","NJ","muscles et tissus mous du membre inférieur","A","agrandir","B","accès transpariétal","001","65","chirurgie des tendons, des muscles ou des parties molles du membre inférieur"
"NJCA0010","NJCA001","suture d'un tendon de l'arrière-pied, par abord direct","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.04.03.01","suture et réinsertion de muscle et de tendon à la jambe et au pied","NJ","muscles et tissus mous du membre inférieur","C","dévier/ouvrir/réunir","A","abord ouvert","001","65","chirurgie des tendons, des muscles ou des parties molles du membre inférieur"
"NJEA0030","NJEA003","réinsertion du tendon calcanéen [d'Achille], par abord direct","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.04.03.01","suture et réinsertion de muscle et de tendon à la jambe et au pied","NJ","muscles et tissus mous du membre inférieur","E","déplacer/replacer","A","abord ouvert","003","65","chirurgie des tendons, des muscles ou des parties molles du membre inférieur"
"NJFA0020","NJFA002","exérèse de lésion fasciale et/ou sousfasciale des tissus mous de la plante du pied","16","système tégumentaire - glande mammaire","16.03.07.02","exérèse de lésion profonde de la peau et des tissus mous","NJ","muscles et tissus mous du membre inférieur","F","exciser","A","abord ouvert","002","1","ablation chirurgicale de lésion de la peau ou du tissu sous-cutanée sauf infection, collection et ulcère"
"NJFA0050","NJFA005","ténosynovectomie de plusieurs tendons de l'arrière-pied","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.04.03.03","libération de tendon [Ténolyse], ténosynovectomie et peignage de tendon à la jambe et au pied","NJ","muscles et tissus mous du membre inférieur","F","exciser","A","abord ouvert","005","65","chirurgie des tendons, des muscles ou des parties molles du membre inférieur"
"NJFA0080","NJFA008","exérèse d'un hygroma du genou, par abord direct","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.04.02.05","autres actes thérapeutiques sur les tissus mous au genou","NJ","muscles et tissus mous du membre inférieur","F","exciser","A","abord ouvert","008","65","chirurgie des tendons, des muscles ou des parties molles du membre inférieur"
"NJMA0030","NJMA003","autoplastie d'un tendon de l'arrière-pied, par abord direct","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.04.03.01","suture et réinsertion de muscle et de tendon à la jambe et au pied","NJ","muscles et tissus mous du membre inférieur","M","fabriquer/préparer/régler/réparer/réviser","A","abord ouvert","003","65","chirurgie des tendons, des muscles ou des parties molles du membre inférieur"
"NJMB0010","NJMB001","réparation d'une rupture du tendon calcanéen [d'Achille], par voie transcutanée","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.04.03.01","suture et réinsertion de muscle et de tendon à la jambe et au pied","NJ","muscles et tissus mous du membre inférieur","M","fabriquer/préparer/régler/réparer/réviser","B","accès transpariétal","001","65","chirurgie des tendons, des muscles ou des parties molles du membre inférieur"
"NJPA0140","NJPA014","aponévrotomie intramusculaire pour allongement du muscle triceps sural, par abord direct","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.04.03.02","allongement de tendon à la jambe et au pied","NJ","muscles et tissus mous du membre inférieur","P","couper/libérer/séparer","A","abord ouvert","014","65","chirurgie des tendons, des muscles ou des parties molles du membre inférieur"
"NJPA0180","NJPA018","libération, incisions axiales ou ténosynovectomie d'un tendon de l'arrière-pied","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.04.03.03","libération de tendon [Ténolyse], ténosynovectomie et peignage de tendon à la jambe et au pied","NJ","muscles et tissus mous du membre inférieur","P","couper/libérer/séparer","A","abord ouvert","018","65","chirurgie des tendons, des muscles ou des parties molles du membre inférieur"
"NJPA0250","NJPA025","section ou allongement d'un tendon de muscle extenseur ou de muscle fléchisseur des orteils à l'avant-pied","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.04.03.05","section de tendon [Ténotomie] à la jambe et au pied","NJ","muscles et tissus mous du membre inférieur","P","couper/libérer/séparer","A","abord ouvert","025","65","chirurgie des tendons, des muscles ou des parties molles du membre inférieur"
"NJPA0290","NJPA029","section ou allongement de plusieurs tendons pour correction d'attitude vicieuse du pied","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.04.03.05","section de tendon [Ténotomie] à la jambe et au pied","NJ","muscles et tissus mous du membre inférieur","P","couper/libérer/séparer","A","abord ouvert","029","65","chirurgie des tendons, des muscles ou des parties molles du membre inférieur"
"NJPA0320","NJPA032","incisions axiales [Peignage] du ligament patellaire [tendon rotulien], sans plastie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.04.02.03","libération de tendon [Ténolyse], ténosynovectomie et peignage de tendon au genou","NJ","muscles et tissus mous du membre inférieur","P","couper/libérer/séparer","A","abord ouvert","032","65","chirurgie des tendons, des muscles ou des parties molles du membre inférieur"
"NKQP0010","NKQP001","analyse instrumentale de la cinématique de la marche","15","appareil ostéoarticulaire et musculaire, sans précision topographique","15.01.05","explorations fonctionnelles de l'appareil ostéoarticulaire et musculaire, sans précision topographique","NK","marche","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","001","123","exploration fonctionnelle de la marche"
